 numangles= 181
  g= 5.86634D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.1000D+02       2.1344D-01       3.0701D-01       6.0449D-02       1.0617D-02       2.6023D-01       1.7977D-01
    1.1100D+02       2.1196D-01       3.0128D-01       5.4900D-02       8.8767D-03       2.5662D-01       1.7403D-01
    1.1200D+02       2.1069D-01       2.9572D-01       4.9515D-02       7.2091D-03       2.5320D-01       1.6791D-01
    1.1300D+02       2.0961D-01       2.9032D-01       4.4283D-02       5.6155D-03       2.4997D-01       1.6144D-01
    1.1400D+02       2.0872D-01       2.8508D-01       3.9196D-02       4.0970D-03       2.4690D-01       1.5464D-01
    1.1500D+02       2.0801D-01       2.7999D-01       3.4243D-02       2.6552D-03       2.4400D-01       1.4750D-01
    1.1600D+02       2.0746D-01       2.7503D-01       2.9415D-02       1.2917D-03       2.4124D-01       1.4006D-01
    1.1700D+02       2.0706D-01       2.7021D-01       2.4703D-02       8.6928D-06       2.3863D-01       1.3233D-01
    1.1800D+02       2.0680D-01       2.6552D-01       2.0097D-02      -1.1916D-03       2.3616D-01       1.2432D-01
    1.1900D+02       2.0667D-01       2.6094D-01       1.5589D-02      -2.3068D-03       2.3380D-01       1.1606D-01
    1.2000D+02       2.0665D-01       2.5647D-01       1.1168D-02      -3.3339D-03       2.3156D-01       1.0758D-01
    1.2100D+02       2.0673D-01       2.5211D-01       6.8266D-03      -4.2700D-03       2.2942D-01       9.8894D-02
    1.2200D+02       2.0691D-01       2.4785D-01       2.5548D-03      -5.1120D-03       2.2738D-01       9.0030D-02
    1.2300D+02       2.0716D-01       2.4369D-01      -1.6559D-03      -5.8565D-03       2.2542D-01       8.1014D-02
    1.2400D+02       2.0747D-01       2.3961D-01      -5.8145D-03      -6.5001D-03       2.2354D-01       7.1876D-02
    1.2500D+02       2.0784D-01       2.3562D-01      -9.9299D-03      -7.0393D-03       2.2173D-01       6.2643D-02
    1.2600D+02       2.0824D-01       2.3170D-01      -1.4011D-02      -7.4707D-03       2.1997D-01       5.3345D-02
    1.2700D+02       2.0866D-01       2.2787D-01      -1.8065D-02      -7.7910D-03       2.1826D-01       4.4013D-02
    1.2800D+02       2.0908D-01       2.2411D-01      -2.2102D-02      -7.9969D-03       2.1659D-01       3.4678D-02
    1.2900D+02       2.0951D-01       2.2041D-01      -2.6129D-02      -8.0856D-03       2.1496D-01       2.5373D-02
    1.3000D+02       2.0991D-01       2.1679D-01      -3.0155D-02      -8.0546D-03       2.1335D-01       1.6131D-02
    1.3100D+02       2.1028D-01       2.1324D-01      -3.4186D-02      -7.9019D-03       2.1176D-01       6.9837D-03
    1.3200D+02       2.1061D-01       2.0976D-01      -3.8231D-02      -7.6262D-03       2.1019D-01      -2.0332D-03
    1.3300D+02       2.1089D-01       2.0635D-01      -4.2296D-02      -7.2269D-03       2.0862D-01      -1.0886D-02
    1.3400D+02       2.1110D-01       2.0301D-01      -4.6389D-02      -6.7044D-03       2.0705D-01      -1.9538D-02
