 numangles= 181
  g= 5.59707D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.3300D+02       1.8029D-01       2.0821D-01      -7.7971D-02      -8.4646D-03       1.9425D-01       7.1880D-02
    1.3400D+02       1.7951D-01       2.0457D-01      -8.2991D-02      -8.7492D-03       1.9204D-01       6.5227D-02
    1.3500D+02       1.7881D-01       2.0111D-01      -8.7911D-02      -8.9810D-03       1.8996D-01       5.8702D-02
    1.3600D+02       1.7817D-01       1.9784D-01      -9.2726D-02      -9.1623D-03       1.8801D-01       5.2333D-02
    1.3700D+02       1.7759D-01       1.9478D-01      -9.7433D-02      -9.2957D-03       1.8618D-01       4.6146D-02
    1.3800D+02       1.7708D-01       1.9190D-01      -1.0203D-01      -9.3834D-03       1.8449D-01       4.0166D-02
    1.3900D+02       1.7664D-01       1.8923D-01      -1.0651D-01      -9.4277D-03       1.8293D-01       3.4418D-02
    1.4000D+02       1.7625D-01       1.8675D-01      -1.1087D-01      -9.4310D-03       1.8150D-01       2.8924D-02
    1.4100D+02       1.7593D-01       1.8448D-01      -1.1511D-01      -9.3954D-03       1.8021D-01       2.3706D-02
    1.4200D+02       1.7568D-01       1.8240D-01      -1.1922D-01      -9.3232D-03       1.7904D-01       1.8782D-02
    1.4300D+02       1.7548D-01       1.8052D-01      -1.2321D-01      -9.2168D-03       1.7800D-01       1.4169D-02
    1.4400D+02       1.7534D-01       1.7884D-01      -1.2707D-01      -9.0782D-03       1.7709D-01       9.8816D-03
    1.4500D+02       1.7525D-01       1.7734D-01      -1.3079D-01      -8.9098D-03       1.7630D-01       5.9302D-03
    1.4600D+02       1.7523D-01       1.7604D-01      -1.3439D-01      -8.7137D-03       1.7563D-01       2.3230D-03
    1.4700D+02       1.7525D-01       1.7493D-01      -1.3785D-01      -8.4922D-03       1.7509D-01      -9.3488D-04
    1.4800D+02       1.7533D-01       1.7399D-01      -1.4117D-01      -8.2474D-03       1.7466D-01      -3.8416D-03
    1.4900D+02       1.7546D-01       1.7323D-01      -1.4436D-01      -7.9816D-03       1.7434D-01      -6.3985D-03
    1.5000D+02       1.7563D-01       1.7263D-01      -1.4742D-01      -7.6969D-03       1.7413D-01      -8.6102D-03
    1.5100D+02       1.7585D-01       1.7220D-01      -1.5033D-01      -7.3955D-03       1.7403D-01      -1.0484D-02
    1.5200D+02       1.7611D-01       1.7193D-01      -1.5312D-01      -7.0795D-03       1.7402D-01      -1.2030D-02
    1.5300D+02       1.7641D-01       1.7179D-01      -1.5577D-01      -6.7511D-03       1.7410D-01      -1.3261D-02
    1.5400D+02       1.7675D-01       1.7180D-01      -1.5828D-01      -6.4125D-03       1.7427D-01      -1.4193D-02
    1.5500D+02       1.7711D-01       1.7193D-01      -1.6067D-01      -6.0657D-03       1.7452D-01      -1.4843D-02
    1.5600D+02       1.7751D-01       1.7218D-01      -1.6292D-01      -5.7128D-03       1.7484D-01      -1.5230D-02
    1.5700D+02       1.7793D-01       1.7254D-01      -1.6505D-01      -5.3559D-03       1.7523D-01      -1.5374D-02
    1.5800D+02       1.7837D-01       1.7299D-01      -1.6705D-01      -4.9971D-03       1.7568D-01      -1.5298D-02
    1.5900D+02       1.7883D-01       1.7353D-01      -1.6893D-01      -4.6382D-03       1.7618D-01      -1.5024D-02
    1.6000D+02       1.7930D-01       1.7415D-01      -1.7069D-01      -4.2813D-03       1.7672D-01      -1.4575D-02
    1.6100D+02       1.7978D-01       1.7482D-01      -1.7234D-01      -3.9283D-03       1.7730D-01      -1.3974D-02
    1.6200D+02       1.8027D-01       1.7555D-01      -1.7387D-01      -3.5811D-03       1.7791D-01      -1.3245D-02
    1.6300D+02       1.8075D-01       1.7632D-01      -1.7529D-01      -3.2414D-03       1.7854D-01      -1.2411D-02
    1.6400D+02       1.8124D-01       1.7712D-01      -1.7661D-01      -2.9109D-03       1.7918D-01      -1.1495D-02
    1.6500D+02       1.8172D-01       1.7794D-01      -1.7783D-01      -2.5914D-03       1.7983D-01      -1.0518D-02
    1.6600D+02       1.8219D-01       1.7876D-01      -1.7894D-01      -2.2846D-03       1.8047D-01      -9.5011D-03
    1.6700D+02       1.8265D-01       1.7958D-01      -1.7997D-01      -1.9918D-03       1.8111D-01      -8.4649D-03
