 numangles= 181
  g= 6.82117D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    8.0000D+01       3.2589D-01       4.2222D-01       2.7996D-01       6.4331D-02       3.7405D-01       1.2877D-01
    8.1000D+01       3.1357D-01       4.0767D-01       2.6654D-01       6.0631D-02       3.6062D-01       1.3047D-01
    8.2000D+01       3.0193D-01       3.9379D-01       2.5381D-01       5.7058D-02       3.4786D-01       1.3205D-01
    8.3000D+01       2.9093D-01       3.8057D-01       2.4171D-01       5.3608D-02       3.3575D-01       1.3350D-01
    8.4000D+01       2.8054D-01       3.6796D-01       2.3023D-01       5.0275D-02       3.2425D-01       1.3481D-01
    8.5000D+01       2.7073D-01       3.5594D-01       2.1931D-01       4.7056D-02       3.1333D-01       1.3597D-01
    8.6000D+01       2.6147D-01       3.4446D-01       2.0894D-01       4.3946D-02       3.0297D-01       1.3698D-01
    8.7000D+01       2.5272D-01       3.3352D-01       1.9908D-01       4.0941D-02       2.9312D-01       1.3783D-01
    8.8000D+01       2.4446D-01       3.2307D-01       1.8970D-01       3.8036D-02       2.8376D-01       1.3850D-01
    8.9000D+01       2.3667D-01       3.1309D-01       1.8078D-01       3.5228D-02       2.7488D-01       1.3900D-01
    9.0000D+01       2.2932D-01       3.0356D-01       1.7229D-01       3.2512D-02       2.6644D-01       1.3931D-01
    9.1000D+01       2.2239D-01       2.9445D-01       1.6421D-01       2.9886D-02       2.5842D-01       1.3943D-01
    9.2000D+01       2.1585D-01       2.8575D-01       1.5652D-01       2.7344D-02       2.5080D-01       1.3934D-01
    9.3000D+01       2.0970D-01       2.7743D-01       1.4919D-01       2.4884D-02       2.4357D-01       1.3904D-01
    9.4000D+01       2.0390D-01       2.6948D-01       1.4221D-01       2.2503D-02       2.3669D-01       1.3852D-01
    9.5000D+01       1.9845D-01       2.6187D-01       1.3556D-01       2.0196D-02       2.3016D-01       1.3778D-01
    9.6000D+01       1.9332D-01       2.5460D-01       1.2922D-01       1.7962D-02       2.2396D-01       1.3680D-01
    9.7000D+01       1.8851D-01       2.4764D-01       1.2317D-01       1.5796D-02       2.1807D-01       1.3557D-01
    9.8000D+01       1.8399D-01       2.4097D-01       1.1740D-01       1.3697D-02       2.1248D-01       1.3410D-01
    9.9000D+01       1.7975D-01       2.3459D-01       1.1189D-01       1.1660D-02       2.0717D-01       1.3237D-01
    1.0000D+02       1.7578D-01       2.2849D-01       1.0663D-01       9.6848D-03       2.0213D-01       1.3037D-01
    1.0100D+02       1.7207D-01       2.2264D-01       1.0160D-01       7.7676D-03       1.9735D-01       1.2810D-01
    1.0200D+02       1.6861D-01       2.1703D-01       9.6796D-02       5.9063D-03       1.9282D-01       1.2555D-01
    1.0300D+02       1.6539D-01       2.1166D-01       9.2201D-02       4.0989D-03       1.8852D-01       1.2272D-01
    1.0400D+02       1.6239D-01       2.0651D-01       8.7804D-02       2.3431D-03       1.8445D-01       1.1960D-01
    1.0500D+02       1.5961D-01       2.0157D-01       8.3595D-02       6.3723D-04       1.8059D-01       1.1617D-01
    1.0600D+02       1.5704D-01       1.9683D-01       7.9561D-02      -1.0207D-03       1.7694D-01       1.1245D-01
    1.0700D+02       1.5467D-01       1.9229D-01       7.5694D-02      -2.6322D-03       1.7348D-01       1.0842D-01
    1.0800D+02       1.5250D-01       1.8792D-01       7.1984D-02      -4.1990D-03       1.7021D-01       1.0407D-01
    1.0900D+02       1.5051D-01       1.8373D-01       6.8421D-02      -5.7224D-03       1.6712D-01       9.9404D-02
    1.1000D+02       1.4870D-01       1.7971D-01       6.4997D-02      -7.2037D-03       1.6420D-01       9.4417D-02
    1.1100D+02       1.4707D-01       1.7584D-01       6.1703D-02      -8.6441D-03       1.6145D-01       8.9105D-02
    1.1200D+02       1.4560D-01       1.7212D-01       5.8531D-02      -1.0045D-02       1.5886D-01       8.3464D-02
    1.1300D+02       1.4430D-01       1.6854D-01       5.5473D-02      -1.1406D-02       1.5642D-01       7.7493D-02
    1.1400D+02       1.4315D-01       1.6510D-01       5.2521D-02      -1.2729D-02       1.5412D-01       7.1190D-02
    1.1500D+02       1.4216D-01       1.6178D-01       4.9668D-02      -1.4014D-02       1.5197D-01       6.4555D-02
    1.1600D+02       1.4131D-01       1.5858D-01       4.6907D-02      -1.5261D-02       1.4995D-01       5.7587D-02
    1.1700D+02       1.4061D-01       1.5550D-01       4.4231D-02      -1.6470D-02       1.4805D-01       5.0289D-02
    1.1800D+02       1.4004D-01       1.5252D-01       4.1632D-02      -1.7642D-02       1.4628D-01       4.2662D-02
    1.1900D+02       1.3961D-01       1.4965D-01       3.9104D-02      -1.8775D-02       1.4463D-01       3.4710D-02
    1.2000D+02       1.3930D-01       1.4687D-01       3.6640D-02      -1.9869D-02       1.4308D-01       2.6438D-02
    1.2100D+02       1.3912D-01       1.4418D-01       3.4234D-02      -2.0924D-02       1.4165D-01       1.7851D-02
    1.2200D+02       1.3906D-01       1.4157D-01       3.1878D-02      -2.1937D-02       1.4032D-01       8.9556D-03
    1.2300D+02       1.3911D-01       1.3905D-01       2.9566D-02      -2.2908D-02       1.3908D-01      -2.3914D-04
    1.2400D+02       1.3927D-01       1.3659D-01       2.7292D-02      -2.3834D-02       1.3793D-01      -9.7237D-03
    1.2500D+02       1.3954D-01       1.3421D-01       2.5049D-02      -2.4713D-02       1.3687D-01      -1.9487D-02
    1.2600D+02       1.3991D-01       1.3189D-01       2.2829D-02      -2.5543D-02       1.3590D-01      -2.9516D-02
    1.2700D+02       1.4037D-01       1.2962D-01       2.0627D-02      -2.6320D-02       1.3499D-01      -3.9797D-02
    1.2800D+02       1.4091D-01       1.2741D-01       1.8435D-02      -2.7041D-02       1.3416D-01      -5.0312D-02
    1.2900D+02       1.4154D-01       1.2525D-01       1.6246D-02      -2.7703D-02       1.3339D-01      -6.1045D-02
    1.3000D+02       1.4223D-01       1.2313D-01       1.4054D-02      -2.8301D-02       1.3268D-01      -7.1976D-02
    1.3100D+02       1.4299D-01       1.2105D-01       1.1851D-02      -2.8830D-02       1.3202D-01      -8.3081D-02
    1.3200D+02       1.4380D-01       1.1901D-01       9.6296D-03      -2.9286D-02       1.3141D-01      -9.4336D-02
    1.3300D+02       1.4466D-01       1.1700D-01       7.3832D-03      -2.9663D-02       1.3083D-01      -1.0572D-01
    1.3400D+02       1.4556D-01       1.1502D-01       5.1041D-03      -2.9955D-02       1.3029D-01      -1.1719D-01
    1.3500D+02       1.4647D-01       1.1307D-01       2.7850D-03      -3.0156D-02       1.2977D-01      -1.2872D-01
    1.3600D+02       1.4740D-01       1.1113D-01       4.1857D-04      -3.0260D-02       1.2927D-01      -1.4028D-01
    1.3700D+02       1.4833D-01       1.0922D-01      -2.0025D-03      -3.0260D-02       1.2878D-01      -1.5183D-01
    1.3800D+02       1.4924D-01       1.0733D-01      -4.4853D-03      -3.0149D-02       1.2829D-01      -1.6333D-01
    1.3900D+02       1.5012D-01       1.0546D-01      -7.0370D-03      -2.9921D-02       1.2779D-01      -1.7472D-01
    1.4000D+02       1.5095D-01       1.0362D-01      -9.6643D-03      -2.9569D-02       1.2728D-01      -1.8595D-01
    1.4100D+02       1.5173D-01       1.0179D-01      -1.2374D-02      -2.9088D-02       1.2676D-01      -1.9698D-01
    1.4200D+02       1.5242D-01       9.9989D-02      -1.5171D-02      -2.8471D-02       1.2621D-01      -2.0773D-01
    1.4300D+02       1.5303D-01       9.8220D-02      -1.8063D-02      -2.7714D-02       1.2562D-01      -2.1815D-01
    1.4400D+02       1.5352D-01       9.6487D-02      -2.1053D-02      -2.6815D-02       1.2501D-01      -2.2814D-01
    1.4500D+02       1.5390D-01       9.4798D-02      -2.4146D-02      -2.5770D-02       1.2435D-01      -2.3764D-01
    1.4600D+02       1.5414D-01       9.3165D-02      -2.7345D-02      -2.4579D-02       1.2365D-01      -2.4655D-01
    1.4700D+02       1.5423D-01       9.1599D-02      -3.0652D-02      -2.3245D-02       1.2291D-01      -2.5477D-01
    1.4800D+02       1.5416D-01       9.0113D-02      -3.4069D-02      -2.1772D-02       1.2214D-01      -2.6219D-01
    1.4900D+02       1.5393D-01       8.8726D-02      -3.7597D-02      -2.0166D-02       1.2133D-01      -2.6870D-01
    1.5000D+02       1.5352D-01       8.7454D-02      -4.1232D-02      -1.8437D-02       1.2049D-01      -2.7418D-01
    1.5100D+02       1.5295D-01       8.6320D-02      -4.4974D-02      -1.6600D-02       1.1964D-01      -2.7848D-01
    1.5200D+02       1.5222D-01       8.5345D-02      -4.8818D-02      -1.4670D-02       1.1878D-01      -2.8149D-01
    1.5300D+02       1.5132D-01       8.4553D-02      -5.2758D-02      -1.2667D-02       1.1794D-01      -2.8306D-01
    1.5400D+02       1.5028D-01       8.3970D-02      -5.6787D-02      -1.0615D-02       1.1712D-01      -2.8306D-01
    1.5500D+02       1.4910D-01       8.3622D-02      -6.0897D-02      -8.5404D-03       1.1636D-01      -2.8137D-01
    1.5600D+02       1.4783D-01       8.3534D-02      -6.5076D-02      -6.4722D-03       1.1568D-01      -2.7789D-01
    1.5700D+02       1.4647D-01       8.3731D-02      -6.9313D-02      -4.4420D-03       1.1510D-01      -2.7253D-01
    1.5800D+02       1.4506D-01       8.4235D-02      -7.3595D-02      -2.4825D-03       1.1464D-01      -2.6526D-01
    1.5900D+02       1.4363D-01       8.5065D-02      -7.7906D-02      -6.2730D-04       1.1435D-01      -2.5607D-01
    1.6000D+02       1.4221D-01       8.6237D-02      -8.2230D-02       1.0907D-03       1.1422D-01      -2.4502D-01
    1.6100D+02       1.4085D-01       8.7761D-02      -8.6550D-02       2.6402D-03       1.1430D-01      -2.3222D-01
    1.6200D+02       1.3957D-01       8.9640D-02      -9.0845D-02       3.9929D-03       1.1461D-01      -2.1784D-01
    1.6300D+02       1.3841D-01       9.1869D-02      -9.5098D-02       5.1247D-03       1.1514D-01      -2.0211D-01
    1.6400D+02       1.3740D-01       9.4436D-02      -9.9285D-02       6.0170D-03       1.1592D-01      -1.8532D-01
    1.6500D+02       1.3656D-01       9.7317D-02      -1.0338D-01       6.6579D-03       1.1694D-01      -1.6779D-01
    1.6600D+02       1.3591D-01       1.0048D-01      -1.0738D-01       7.0430D-03       1.1819D-01      -1.4987D-01
    1.6700D+02       1.3545D-01       1.0388D-01      -1.1123D-01       7.1760D-03       1.1967D-01      -1.3191D-01
    1.6800D+02       1.3520D-01       1.0747D-01      -1.1493D-01       7.0696D-03       1.2134D-01      -1.1425D-01
    1.6900D+02       1.3514D-01       1.1119D-01      -1.1845D-01       6.7446D-03       1.2317D-01      -9.7224D-02
    1.7000D+02       1.3526D-01       1.1497D-01      -1.2177D-01       6.2303D-03       1.2511D-01      -8.1098D-02
    1.7100D+02       1.3553D-01       1.1872D-01      -1.2485D-01       5.5628D-03       1.2712D-01      -6.6111D-02
    1.7200D+02       1.3592D-01       1.2238D-01      -1.2768D-01       4.7843D-03       1.2915D-01      -5.2446D-02
    1.7300D+02       1.3640D-01       1.2585D-01      -1.3024D-01       3.9411D-03       1.3113D-01      -4.0240D-02
    1.7400D+02       1.3693D-01       1.2906D-01      -1.3251D-01       3.0816D-03       1.3300D-01      -2.9586D-02
    1.7500D+02       1.3747D-01       1.3193D-01      -1.3446D-01       2.2541D-03       1.3470D-01      -2.0541D-02
    1.7600D+02       1.3797D-01       1.3439D-01      -1.3608D-01       1.5045D-03       1.3618D-01      -1.3136D-02
    1.7700D+02       1.3841D-01       1.3638D-01      -1.3736D-01       8.7415D-04       1.3739D-01      -7.3821D-03
    1.7800D+02       1.3874D-01       1.3783D-01      -1.3828D-01       3.9754D-04       1.3829D-01      -3.2780D-03
    1.7900D+02       1.3895D-01       1.3872D-01      -1.3883D-01       1.0076D-04       1.3884D-01      -8.1899D-04
    1.8000D+02       1.3902D-01       1.3902D-01      -1.3902D-01      -9.0769D-18       1.3902D-01      -9.9825D-17
