 numangles= 181
  g= 5.85366D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.6500D+02       3.0020D-01       2.4123D-01      -2.4947D-01       5.2506D-02       2.7071D-01      -1.0890D-01
    1.6600D+02       3.0596D-01       2.5333D-01      -2.6280D-01       4.9534D-02       2.7965D-01      -9.4112D-02
    1.6700D+02       3.1225D-01       2.6584D-01      -2.7599D-01       4.5981D-02       2.8905D-01      -8.0285D-02
    1.6800D+02       3.1896D-01       2.7860D-01      -2.8893D-01       4.1935D-02       2.9878D-01      -6.7539D-02
    1.6900D+02       3.2597D-01       2.9143D-01      -3.0149D-01       3.7501D-02       3.0870D-01      -5.5946D-02
    1.7000D+02       3.3315D-01       3.0413D-01      -3.1355D-01       3.2799D-02       3.1864D-01      -4.5539D-02
    1.7100D+02       3.4033D-01       3.1648D-01      -3.2496D-01       2.7959D-02       3.2840D-01      -3.6318D-02
    1.7200D+02       3.4736D-01       3.2827D-01      -3.3561D-01       2.3121D-02       3.3781D-01      -2.8258D-02
    1.7300D+02       3.5407D-01       3.3928D-01      -3.4535D-01       1.8427D-02       3.4668D-01      -2.1319D-02
    1.7400D+02       3.6029D-01       3.4932D-01      -3.5407D-01       1.4016D-02       3.5480D-01      -1.5451D-02
    1.7500D+02       3.6586D-01       3.5819D-01      -3.6167D-01       1.0023D-02       3.6202D-01      -1.0600D-02
    1.7600D+02       3.7064D-01       3.6570D-01      -3.6802D-01       6.5703D-03       3.6817D-01      -6.7141D-03
    1.7700D+02       3.7451D-01       3.7171D-01      -3.7306D-01       3.7652D-03       3.7311D-01      -3.7453D-03
    1.7800D+02       3.7734D-01       3.7610D-01      -3.7671D-01       1.6958D-03       3.7672D-01      -1.6544D-03
    1.7900D+02       3.7908D-01       3.7877D-01      -3.7892D-01       4.2734D-04       3.7892D-01      -4.1207D-04
    1.8000D+02       3.7966D-01       3.7966D-01      -3.7966D-01      -4.2115D-19       3.7966D-01       0.0000D+00
