 numangles= 181
  g= 5.80738D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.4800D+02       2.5251D-01       1.5937D-01      -1.0118D-01       9.7788D-03       2.0594D-01      -2.2614D-01
    1.4900D+02       2.5214D-01       1.5877D-01      -1.0787D-01       1.2299D-02       2.0546D-01      -2.2722D-01
    1.5000D+02       2.5175D-01       1.5857D-01      -1.1472D-01       1.4739D-02       2.0516D-01      -2.2708D-01
    1.5100D+02       2.5135D-01       1.5880D-01      -1.2171D-01       1.7067D-02       2.0508D-01      -2.2565D-01
    1.5200D+02       2.5099D-01       1.5948D-01      -1.2884D-01       1.9248D-02       2.0523D-01      -2.2292D-01
    1.5300D+02       2.5067D-01       1.6065D-01      -1.3609D-01       2.1250D-02       2.0566D-01      -2.1888D-01
    1.5400D+02       2.5044D-01       1.6231D-01      -1.4345D-01       2.3042D-02       2.0638D-01      -2.1354D-01
    1.5500D+02       2.5032D-01       1.6448D-01      -1.5090D-01       2.4594D-02       2.0740D-01      -2.0695D-01
    1.5600D+02       2.5034D-01       1.6718D-01      -1.5841D-01       2.5880D-02       2.0876D-01      -1.9918D-01
    1.5700D+02       2.5051D-01       1.7040D-01      -1.6597D-01       2.6879D-02       2.1045D-01      -1.9033D-01
    1.5800D+02       2.5086D-01       1.7414D-01      -1.7355D-01       2.7572D-02       2.1250D-01      -1.8052D-01
    1.5900D+02       2.5139D-01       1.7838D-01      -1.8112D-01       2.7947D-02       2.1489D-01      -1.6989D-01
    1.6000D+02       2.5214D-01       1.8311D-01      -1.8866D-01       2.7997D-02       2.1762D-01      -1.5859D-01
    1.6100D+02       2.5309D-01       1.8829D-01      -1.9614D-01       2.7722D-02       2.2069D-01      -1.4681D-01
    1.6200D+02       2.5424D-01       1.9388D-01      -2.0351D-01       2.7129D-02       2.2406D-01      -1.3471D-01
    1.6300D+02       2.5561D-01       1.9983D-01      -2.1076D-01       2.6230D-02       2.2772D-01      -1.2248D-01
    1.6400D+02       2.5716D-01       2.0608D-01      -2.1785D-01       2.5045D-02       2.3162D-01      -1.1026D-01
    1.6500D+02       2.5889D-01       2.1257D-01      -2.2474D-01       2.3600D-02       2.3573D-01      -9.8239D-02
    1.6600D+02       2.6076D-01       2.1922D-01      -2.3139D-01       2.1928D-02       2.3999D-01      -8.6543D-02
    1.6700D+02       2.6276D-01       2.2596D-01      -2.3778D-01       2.0067D-02       2.4436D-01      -7.5303D-02
    1.6800D+02       2.6485D-01       2.3270D-01      -2.4387D-01       1.8059D-02       2.4877D-01      -6.4628D-02
    1.6900D+02       2.6699D-01       2.3934D-01      -2.4961D-01       1.5951D-02       2.5317D-01      -5.4610D-02
    1.7000D+02       2.6914D-01       2.4580D-01      -2.5499D-01       1.3794D-02       2.5747D-01      -4.5322D-02
    1.7100D+02       2.7126D-01       2.5199D-01      -2.5997D-01       1.1638D-02       2.6163D-01      -3.6823D-02
    1.7200D+02       2.7331D-01       2.5782D-01      -2.6451D-01       9.5354D-03       2.6556D-01      -2.9157D-02
    1.7300D+02       2.7523D-01       2.6320D-01      -2.6858D-01       7.5372D-03       2.6921D-01      -2.2354D-02
    1.7400D+02       2.7700D-01       2.6804D-01      -2.7217D-01       5.6922D-03       2.7252D-01      -1.6437D-02
    1.7500D+02       2.7857D-01       2.7228D-01      -2.7525D-01       4.0459D-03       2.7542D-01      -1.1420D-02
    1.7600D+02       2.7990D-01       2.7584D-01      -2.7780D-01       2.6390D-03       2.7787D-01      -7.3099D-03
    1.7700D+02       2.8097D-01       2.7867D-01      -2.7980D-01       1.5064D-03       2.7982D-01      -4.1119D-03
    1.7800D+02       2.8176D-01       2.8073D-01      -2.8124D-01       6.7660D-04       2.8124D-01      -1.8274D-03
    1.7900D+02       2.8224D-01       2.8198D-01      -2.8211D-01       1.7022D-04       2.8211D-01      -4.5682D-04
    1.8000D+02       2.8240D-01       2.8240D-01      -2.8240D-01       3.4347D-18       2.8240D-01      -9.8286D-17
