 numangles= 181
  g= 6.29672D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    8.3000D+01       4.0192D-01       3.7266D-01       2.9255D-01       3.5385D-02       3.8729D-01      -3.7777D-02
    8.4000D+01       3.9044D-01       3.6157D-01       2.8139D-01       3.3596D-02       3.7601D-01      -3.8388D-02
    8.5000D+01       3.7953D-01       3.5085D-01       2.7062D-01       3.1858D-02       3.6519D-01      -3.9269D-02
    8.6000D+01       3.6916D-01       3.4047D-01       2.6024D-01       3.0157D-02       3.5482D-01      -4.0420D-02
    8.7000D+01       3.5931D-01       3.3045D-01       2.5023D-01       2.8484D-02       3.4488D-01      -4.1840D-02
    8.8000D+01       3.4995D-01       3.2076D-01       2.4059D-01       2.6828D-02       3.3536D-01      -4.3528D-02
    8.9000D+01       3.4108D-01       3.1140D-01       2.3129D-01       2.5182D-02       3.2624D-01      -4.5481D-02
    9.0000D+01       3.3267D-01       3.0238D-01       2.2235D-01       2.3538D-02       3.1752D-01      -4.7696D-02
    9.1000D+01       3.2471D-01       2.9368D-01       2.1374D-01       2.1891D-02       3.0919D-01      -5.0168D-02
    9.2000D+01       3.1718D-01       2.8531D-01       2.0547D-01       2.0234D-02       3.0124D-01      -5.2893D-02
    9.3000D+01       3.1007D-01       2.7726D-01       1.9752D-01       1.8564D-02       2.9366D-01      -5.5864D-02
    9.4000D+01       3.0337D-01       2.6953D-01       1.8991D-01       1.6875D-02       2.8645D-01      -5.9075D-02
    9.5000D+01       2.9708D-01       2.6212D-01       1.8261D-01       1.5165D-02       2.7960D-01      -6.2521D-02
    9.6000D+01       2.9118D-01       2.5503D-01       1.7564D-01       1.3430D-02       2.7311D-01      -6.6194D-02
    9.7000D+01       2.8568D-01       2.4826D-01       1.6898D-01       1.1667D-02       2.6697D-01      -7.0086D-02
    9.8000D+01       2.8056D-01       2.4181D-01       1.6264D-01       9.8764D-03       2.6119D-01      -7.4190D-02
    9.9000D+01       2.7583D-01       2.3568D-01       1.5662D-01       8.0549D-03       2.5575D-01      -7.8498D-02
    1.0000D+02       2.7147D-01       2.2986D-01       1.5091D-01       6.2023D-03       2.5067D-01      -8.3000D-02
    1.0100D+02       2.6750D-01       2.2437D-01       1.4552D-01       4.3187D-03       2.4593D-01      -8.7688D-02
    1.0200D+02       2.6389D-01       2.1918D-01       1.4043D-01       2.4048D-03       2.4154D-01      -9.2552D-02
    1.0300D+02       2.6067D-01       2.1432D-01       1.3566D-01       4.6238D-04       2.3749D-01      -9.7582D-02
    1.0400D+02       2.5781D-01       2.0976D-01       1.3120D-01      -1.5058D-03       2.3378D-01      -1.0277D-01
    1.0500D+02       2.5532D-01       2.0550D-01       1.2704D-01      -3.4960D-03       2.3041D-01      -1.0810D-01
    1.0600D+02       2.5319D-01       2.0154D-01       1.2319D-01      -5.5032D-03       2.2737D-01      -1.1357D-01
    1.0700D+02       2.5142D-01       1.9788D-01       1.1963D-01      -7.5209D-03       2.2465D-01      -1.1917D-01
    1.0800D+02       2.5000D-01       1.9449D-01       1.1637D-01      -9.5414D-03       2.2224D-01      -1.2489D-01
    1.0900D+02       2.4892D-01       1.9137D-01       1.1338D-01      -1.1556D-02       2.2015D-01      -1.3072D-01
    1.1000D+02       2.4818D-01       1.8850D-01       1.1068D-01      -1.3553D-02       2.1834D-01      -1.3667D-01
    1.1100D+02       2.4776D-01       1.8587D-01       1.0823D-01      -1.5521D-02       2.1682D-01      -1.4273D-01
    1.1200D+02       2.4765D-01       1.8346D-01       1.0603D-01      -1.7447D-02       2.1556D-01      -1.4889D-01
    1.1300D+02       2.4784D-01       1.8126D-01       1.0407D-01      -1.9315D-02       2.1455D-01      -1.5517D-01
    1.1400D+02       2.4829D-01       1.7922D-01       1.0232D-01      -2.1109D-02       2.1376D-01      -1.6156D-01
    1.1500D+02       2.4901D-01       1.7734D-01       1.0077D-01      -2.2811D-02       2.1318D-01      -1.6808D-01
    1.1600D+02       2.4995D-01       1.7559D-01       9.9390D-02      -2.4404D-02       2.1277D-01      -1.7475D-01
    1.1700D+02       2.5111D-01       1.7394D-01       9.8161D-02      -2.5867D-02       2.1252D-01      -1.8157D-01
    1.1800D+02       2.5245D-01       1.7235D-01       9.7055D-02      -2.7181D-02       2.1240D-01      -1.8856D-01
